59.849870,13.733030, 8.684,2245.33,1400.23,59.849824,13.733141,323764.68750,0.433
59.862769,13.805062,11.008,1789.91,1471.19,59.862752,13.805125, 59636.23828,0.235
59.664341,13.758692,12.029,2104.15, 260.79,59.664298,13.758716, 22894.65430,0.174
59.717592,13.706206,12.774,2429.42, 593.32,59.717632,13.706240, 14294.26660,0.185
40.479290,43.006923,12.270,1179.67, 843.82,40.479364,43.006920, 15861.51953,0.195
40.631048,42.971966,12.450,1413.94,1540.81,40.631058,42.971960, 10498.72070,0.032
40.560146,42.866482,10.796,2074.43,1200.19,40.560125,42.866479, 55777.00781,0.058
40.652842,42.913626,12.096,1784.55,1634.96,40.652844,42.913602, 14283.07129,0.089
40.415415,42.879197,12.371,1980.39, 531.83,40.415461,42.879257, 13687.84277,0.248
40.408845,43.094414,11.857, 620.05, 529.74,40.408912,43.094432, 19636.20312,0.187
40.337022,42.877886,12.087,1981.05, 168.47,40.337029,42.877938, 17548.25000,0.188
40.690625,42.820276, 9.448,2377.71,1799.28,40.690567,42.820227,194647.45312,0.232
40.350134,42.817478,11.886,2364.29, 221.14,40.350174,42.817496, 20798.95703,0.124
40.421850,43.143880,10.158, 308.67, 596.11,40.421898,43.143903,101376.12500,0.151
